StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
2831.0,7.1,2.0,3.0,2.0,88.0,4.5,yes,yes,75.0,70.0,placed
331.0,6.5,0.0,2.0,0.0,80.0,4.6,yes,yes,62.0,86.0,placed
1631.0,7.7,1.0,2.0,0.0,82.0,4.4,no,yes,57.0,69.0,placed
288.0,7.6,0.0,3.0,3.0,75.0,4.3,yes,yes,82.0,87.0,placed
5594.0,8.7,2.0,3.0,2.0,90.0,4.7,yes,yes,70.0,87.0,placed
1300.0,7.3,1.0,2.0,0.0,79.0,4.6,no,yes,55.0,72.0,notplaced
6864.0,7.8,1.0,2.0,0.0,73.0,4.6,no,yes,55.0,64.0,notplaced
5737.0,8.3,2.0,3.0,2.0,90.0,4.8,nan,nan,81.0,87.0,nan
6797.0,8.4,2.0,3.0,2.0,83.0,4.7,yes,yes,77.0,78.0,placed
8891.0,7.5,1.0,2.0,2.0,87.0,3.9,yes,yes,81.0,70.0,notplaced
2578.0,6.6,1.0,1.0,1.0,83.0,3.9,yes,no,70.0,66.0,notplaced
4271.0,7.9,2.0,1.0,1.0,85.0,4.2,yes,yes,79.0,70.0,placed
2732.0,8.1,1.0,3.0,2.0,89.0,4.8,yes,yes,75.0,82.0,placed
2152.0,7.6,1.0,2.0,2.0,87.0,4.8,yes,yes,90.0,76.0,notplaced
4970.0,7.9,1.0,3.0,2.0,89.0,4.8,yes,yes,78.0,84.0,placed
5438.0,8.1,2.0,3.0,2.0,90.0,4.7,yes,yes,75.0,86.0,placed
6081.0,8.9,2.0,3.0,2.0,90.0,4.8,yes,yes,83.0,82.0,placed
6896.0,8.7,1.0,3.0,2.0,81.0,4.7,yes,yes,74.0,74.0,placed
7572.0,8.4,1.0,3.0,2.0,70.0,3.8,yes,no,75.0,86.0,notplaced
7628.0,8.7,1.0,3.0,2.0,80.0,4.1,yes,yes,70.0,88.0,placed
912.0,8.2,1.0,3.0,2.0,75.0,4.5,yes,yes,80.0,63.0,notplaced
5219.0,8.5,2.0,2.0,1.0,83.0,4.3,nan,nan,55.0,80.0,nan
-5177.0,-7.7,-1.0,-2.0,-1.0,-80.0,-4.4,no,yes,-71.0,-73.0,notplaced
890.0,7.6,1.0,3.0,1.0,83.0,4.8,no,no,82.0,68.0,placed
7459.0,8.9,1.0,2.0,1.0,84.0,4.1,yes,yes,68.0,62.0,notplaced
9983.0,7.7,0.0,2.0,2.0,90.0,4.8,yes,yes,60.0,87.0,placed
3456.0,7.3,0.0,2.0,0.0,79.0,3.8,no,yes,83.0,81.0,notplaced
8530.0,6.5,1.0,1.0,1.0,72.0,3.8,no,yes,55.0,66.0,notplaced
8948.0,8.0,2.0,3.0,2.0,81.0,3.9,yes,yes,79.0,81.0,notplaced
5209.0,6.5,0.0,1.0,0.0,85.0,3.9,no,no,55.0,69.0,notplaced
3827.0,7.5,1.0,3.0,3.0,90.0,4.6,yes,yes,86.0,79.0,placed
3983.0,8.4,0.0,3.0,0.0,90.0,4.8,yes,yes,77.0,84.0,placed
2190.0,8.3,0.0,2.0,0.0,70.0,4.1,no,yes,55.0,72.0,notplaced
8759.0,8.3,2.0,3.0,2.0,90.0,4.8,yes,yes,83.0,85.0,placed
3233.0,7.1,1.0,1.0,0.0,79.0,4.6,no,no,62.0,72.0,notplaced
50025.0,77.0,10.0,20.0,10.0,800.0,44.0,no,no,700.0,730.0,placed
2274.0,6.5,2.0,2.0,2.0,79.0,4.4,nan,nan,80.0,71.0,nan
1107.0,7.6,1.0,2.0,2.0,78.0,4.4,yes,yes,82.0,74.0,notplaced
9131.0,8.2,1.0,3.0,2.0,89.0,4.8,yes,yes,77.0,83.0,placed
8603.0,8.0,1.0,1.0,0.0,90.0,4.5,yes,yes,69.0,74.0,placed
4173.0,6.9,0.0,2.0,0.0,73.0,4.3,no,no,80.0,66.0,notplaced
1306.0,8.2,1.0,3.0,2.0,90.0,4.8,yes,yes,64.0,87.0,notplaced
6504.0,7.7,0.0,2.0,0.0,90.0,4.4,yes,yes,79.0,69.0,placed
3399.0,7.9,0.0,1.0,0.0,80.0,4.5,yes,yes,58.0,81.0,placed
8306.0,7.8,1.0,3.0,2.0,83.0,4.6,no,yes,70.0,82.0,placed
5455.0,8.4,2.0,3.0,2.0,87.0,4.8,yes,no,87.0,87.0,placed
5140.0,7.5,1.0,1.0,0.0,72.0,4.1,no,no,55.0,72.0,notplaced
4881.0,6.6,0.0,1.0,1.0,77.0,4.3,yes,yes,82.0,66.0,notplaced
7960.0,7.7,0.0,1.0,1.0,72.0,3.5,no,yes,64.0,67.0,notplaced
1140.0,8.0,2.0,3.0,2.0,90.0,4.8,yes,yes,73.0,88.0,notplaced
7152.0,6.5,2.0,1.0,3.0,81.0,4.2,yes,no,55.0,68.0,notplaced
1743.0,8.3,0.0,1.0,0.0,80.0,3.9,nan,nan,79.0,68.0,nan
7226.0,7.7,0.0,1.0,2.0,68.0,4.2,yes,no,75.0,71.0,notplaced
7895.0,8.9,2.0,3.0,2.0,88.0,4.8,yes,yes,73.0,83.0,notplaced
1345.0,8.2,2.0,3.0,2.0,90.0,4.8,yes,yes,82.0,88.0,placed
7325.0,7.3,1.0,2.0,1.0,61.0,4.7,yes,yes,68.0,72.0,notplaced
6346.0,8.1,1.0,3.0,0.0,61.0,3.9,no,yes,61.0,68.0,notplaced
6104.0,7.6,2.0,3.0,2.0,90.0,4.4,yes,yes,77.0,83.0,placed
6546.0,8.4,0.0,2.0,1.0,70.0,4.0,yes,no,75.0,64.0,notplaced
1063.0,7.6,0.0,2.0,2.0,67.0,4.0,no,yes,76.0,67.0,notplaced
4965.0,7.7,0.0,1.0,0.0,82.0,4.1,no,yes,56.0,75.0,notplaced
3240.0,6.5,1.0,1.0,0.0,74.0,3.5,no,no,74.0,62.0,notplaced
2006.0,8.0,1.0,3.0,3.0,90.0,4.6,yes,yes,72.0,88.0,placed
9890.0,8.2,0.0,3.0,2.0,90.0,4.7,yes,yes,76.0,85.0,placed
5128.0,6.6,0.0,1.0,0.0,77.0,3.7,no,no,61.0,60.0,notplaced
8096.0,7.5,1.0,1.0,1.0,76.0,3.6,no,no,58.0,70.0,notplaced
5672.0,7.7,1.0,1.0,1.0,79.0,3.7,nan,nan,59.0,63.0,nan
7880.0,7.4,1.0,2.0,1.0,73.0,4.0,nan,nan,60.0,67.0,nan
1711.0,8.3,0.0,3.0,2.0,89.0,4.4,yes,yes,75.0,82.0,notplaced
5620.0,7.9,1.0,2.0,2.0,84.0,4.6,no,yes,67.0,64.0,notplaced
1028.0,7.0,1.0,1.0,2.0,81.0,4.8,yes,no,72.0,82.0,notplaced
8480.0,7.6,1.0,2.0,0.0,70.0,3.7,yes,yes,63.0,71.0,placed
7172.0,6.5,1.0,1.0,0.0,74.0,3.9,yes,yes,55.0,72.0,notplaced
8330.0,6.7,1.0,2.0,1.0,76.0,4.6,yes,yes,71.0,68.0,notplaced
3958.0,7.7,1.0,3.0,0.0,82.0,3.8,yes,yes,63.0,67.0,notplaced
4557.0,7.7,1.0,3.0,0.0,74.0,4.7,no,yes,73.0,67.0,placed
3630.0,8.2,1.0,3.0,2.0,90.0,4.8,yes,yes,88.0,85.0,placed
8236.0,7.7,1.0,1.0,2.0,88.0,4.2,no,yes,65.0,88.0,placed
9446.0,6.7,0.0,1.0,1.0,70.0,4.5,no,no,61.0,61.0,notplaced
-5177.0,-7.7,-1.0,-2.0,-1.0,-80.0,-4.4,yes,yes,-71.0,-73.0,notplaced
2836.0,8.6,2.0,2.0,1.0,74.0,4.0,no,no,59.0,63.0,notplaced
8103.0,8.5,2.0,3.0,1.0,86.0,4.5,yes,yes,75.0,81.0,placed
897.0,7.1,1.0,2.0,0.0,84.0,4.6,no,yes,71.0,61.0,placed
5182.0,8.2,1.0,3.0,2.0,86.0,4.6,yes,no,83.0,82.0,placed
8516.0,7.7,0.0,1.0,0.0,81.0,3.8,yes,yes,82.0,64.0,notplaced
1545.0,8.1,1.0,3.0,1.0,74.0,4.6,yes,no,82.0,85.0,notplaced
8725.0,8.3,2.0,3.0,2.0,90.0,4.6,yes,no,74.0,84.0,placed
101.0,7.4,1.0,2.0,1.0,63.0,3.9,no,no,55.0,67.0,notplaced
7711.0,8.3,2.0,3.0,1.0,85.0,4.8,yes,yes,79.0,86.0,placed
4797.0,8.6,1.0,2.0,1.0,70.0,4.1,no,yes,55.0,68.0,notplaced
6730.0,7.9,0.0,1.0,0.0,69.0,4.2,no,yes,60.0,66.0,notplaced
2700.0,8.4,2.0,3.0,2.0,90.0,4.8,yes,yes,75.0,84.0,placed
2668.0,6.5,0.0,1.0,1.0,60.0,3.2,no,no,62.0,74.0,notplaced
-5177.0,-7.7,-1.0,-2.0,-1.0,-80.0,-4.4,yes,yes,-71.0,-73.0,placed
1194.0,7.6,1.0,1.0,2.0,73.0,3.6,no,yes,62.0,72.0,notplaced
1836.0,7.2,1.0,1.0,0.0,76.0,3.5,no,yes,57.0,65.0,notplaced
5684.0,8.4,1.0,3.0,2.0,76.0,4.5,yes,yes,82.0,83.0,placed
5765.0,8.6,1.0,2.0,2.0,78.0,4.8,yes,yes,84.0,87.0,placed
8319.0,7.9,0.0,2.0,2.0,81.0,4.3,yes,no,84.0,61.0,notplaced
5126.0,7.6,1.0,2.0,0.0,77.0,4.0,no,yes,64.0,65.0,notplaced
5906.0,7.0,0.0,3.0,2.0,90.0,4.1,yes,yes,73.0,68.0,notplaced
2773.0,8.3,1.0,3.0,2.0,87.0,4.8,yes,yes,79.0,85.0,placed
4388.0,7.3,1.0,2.0,1.0,68.0,4.6,yes,no,75.0,83.0,notplaced
1933.0,8.2,0.0,1.0,0.0,76.0,4.4,yes,yes,56.0,81.0,notplaced
8220.0,7.4,0.0,2.0,1.0,79.0,3.6,no,yes,55.0,65.0,notplaced
8370.0,6.9,1.0,1.0,0.0,68.0,3.7,no,no,55.0,64.0,notplaced
849.0,8.9,1.0,2.0,0.0,77.0,4.5,yes,yes,71.0,86.0,notplaced
3650.0,7.1,2.0,3.0,0.0,80.0,4.3,yes,yes,82.0,84.0,placed
3763.0,7.7,0.0,0.0,1.0,78.0,3.7,yes,yes,55.0,62.0,notplaced
7362.0,7.8,0.0,2.0,2.0,80.0,3.9,yes,yes,55.0,67.0,notplaced
5293.0,6.9,1.0,1.0,0.0,77.0,3.4,no,no,60.0,65.0,notplaced
7662.0,6.8,0.0,1.0,0.0,72.0,4.2,no,no,55.0,69.0,notplaced
5416.0,7.4,1.0,2.0,0.0,80.0,4.6,no,yes,76.0,71.0,placed
9044.0,6.5,1.0,1.0,0.0,68.0,3.8,nan,nan,59.0,59.0,nan
6253.0,7.6,0.0,1.0,0.0,80.0,3.9,no,no,60.0,71.0,notplaced
1371.0,8.1,2.0,3.0,2.0,83.0,4.4,yes,yes,90.0,81.0,placed
6814.0,8.0,1.0,1.0,0.0,80.0,4.4,yes,yes,73.0,76.0,notplaced
9281.0,8.2,1.0,1.0,2.0,75.0,4.3,no,yes,70.0,85.0,placed
4298.0,8.6,1.0,3.0,2.0,84.0,4.8,yes,yes,73.0,86.0,placed
7946.0,8.0,1.0,3.0,2.0,90.0,4.8,yes,yes,70.0,84.0,placed
7170.0,8.0,2.0,1.0,2.0,78.0,4.4,no,yes,80.0,66.0,placed
3172.0,8.4,0.0,3.0,2.0,81.0,4.8,yes,yes,84.0,84.0,notplaced
3695.0,7.3,1.0,1.0,0.0,67.0,4.3,no,yes,55.0,63.0,notplaced
6370.0,7.3,0.0,2.0,0.0,83.0,4.2,no,yes,71.0,66.0,notplaced
5511.0,6.7,1.0,1.0,0.0,75.0,3.1,yes,yes,55.0,67.0,notplaced
1929.0,7.9,2.0,1.0,2.0,88.0,3.6,no,no,73.0,66.0,notplaced
2302.0,8.0,1.0,3.0,3.0,90.0,4.8,yes,yes,82.0,84.0,placed
9114.0,7.5,2.0,3.0,0.0,81.0,3.9,yes,yes,65.0,65.0,notplaced
5044.0,6.5,1.0,2.0,1.0,78.0,4.1,no,no,78.0,63.0,notplaced
1745.0,7.5,1.0,1.0,0.0,78.0,3.8,no,yes,55.0,76.0,notplaced
2745.0,8.2,0.0,1.0,1.0,68.0,3.8,yes,no,79.0,83.0,placed
2914.0,8.7,2.0,3.0,2.0,81.0,4.8,yes,yes,87.0,85.0,placed
1583.0,7.5,2.0,3.0,0.0,69.0,3.9,yes,yes,76.0,86.0,notplaced
6939.0,8.0,0.0,2.0,1.0,78.0,4.2,yes,yes,77.0,82.0,notplaced
9025.0,6.8,1.0,1.0,0.0,73.0,3.1,no,yes,72.0,66.0,notplaced
5101.0,6.6,1.0,1.0,1.0,60.0,3.9,no,yes,56.0,58.0,notplaced
5063.5,7.7,1.0,2.0,1.0,80.0,4.4,no,yes,71.0,73.0,notplaced
113.0,7.4,1.0,1.0,1.0,81.0,4.1,yes,no,55.0,62.0,notplaced
3283.0,8.7,1.0,1.0,0.0,83.0,4.3,no,no,66.0,70.0,placed
5849.0,7.4,1.0,3.0,0.0,78.0,4.2,no,yes,71.0,67.0,placed
4297.0,7.8,1.0,3.0,1.0,84.0,4.5,yes,yes,56.0,88.0,notplaced
8836.0,8.0,2.0,3.0,2.0,90.0,4.8,yes,yes,75.0,83.0,placed
563.0,7.4,1.0,3.0,2.0,88.0,4.8,yes,yes,82.0,85.0,placed
1570.0,8.4,2.0,3.0,2.0,90.0,4.8,yes,yes,79.0,88.0,placed
598.0,7.4,2.0,1.0,1.0,81.0,4.0,yes,no,76.0,66.0,placed
7657.0,8.4,1.0,3.0,2.0,80.0,4.5,yes,yes,71.0,64.0,notplaced
1936.0,7.2,2.0,2.0,2.0,79.0,4.4,yes,yes,83.0,82.0,placed
440.0,6.5,0.0,1.0,0.0,67.0,4.3,yes,no,81.0,63.0,placed
6915.0,8.2,2.0,3.0,2.0,90.0,4.8,yes,yes,84.0,82.0,placed
