StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
8899.0,8.6,1.0,2.0,2.0,64.0,4.0,No,No,59.0,70.0,NotPlaced
6649.0,6.7,1.0,1.0,0.0,78.0,3.7,No,Yes,77.0,83.0,NotPlaced
3062.0,8.1,2.0,3.0,2.0,89.0,4.8,Yes,Yes,88.0,67.0,NotPlaced
6849.0,7.6,1.0,2.0,1.0,80.0,4.8,No,Yes,82.0,65.0,NotPlaced
1835.0,7.9,1.0,2.0,0.0,73.0,4.3,No,Yes,58.0,65.0,NotPlaced
1658.0,8.1,2.0,3.0,1.0,75.0,4.8,Yes,Yes,59.0,72.0,NotPlaced
2831.0,7.1,2.0,3.0,2.0,88.0,4.5,Yes,Yes,75.0,70.0,Placed
331.0,6.5,0.0,2.0,0.0,80.0,4.6,Yes,Yes,62.0,86.0,Placed
1631.0,7.7,1.0,2.0,0.0,82.0,4.4,No,Yes,57.0,69.0,Placed
288.0,7.6,0.0,3.0,3.0,75.0,4.3,Yes,Yes,82.0,87.0,Placed
5594.0,8.7,2.0,3.0,2.0,90.0,4.7,Yes,Yes,70.0,87.0,Placed
1300.0,7.3,1.0,2.0,0.0,79.0,4.6,No,Yes,55.0,72.0,NotPlaced
6864.0,7.8,1.0,2.0,0.0,73.0,4.6,NO ,YES ,55.0,64.0,NOTPLACED 
5737.0,8.3,2.0,3.0,2.0,90.0,4.8,,,81.0,87.0,
6797.0,8.4,2.0,3.0,2.0,83.0,4.7,Yes,Yes,77.0,78.0,Placed
8891.0,7.5,1.0,2.0,2.0,87.0,3.9,Yes,Yes,81.0,70.0,NotPlaced
2578.0,6.6,1.0,1.0,1.0,83.0,3.9,Yes,No,70.0,66.0,NotPlaced
4271.0,7.9,2.0,1.0,1.0,85.0,4.2,YES ,YES ,79.0,70.0,PLACED 
2732.0,8.1,1.0,3.0,2.0,89.0,4.8,Yes,Yes,75.0,82.0,Placed
2152.0,7.6,1.0,2.0,2.0,87.0,4.8,Yes,Yes,90.0,76.0,NotPlaced
4970.0,7.9,1.0,3.0,2.0,89.0,4.8,Yes,Yes,78.0,84.0,Placed
5438.0,8.1,2.0,3.0,2.0,90.0,4.7,YES ,YES ,75.0,86.0,PLACED 
,,,,,,,No,No,,,NotPlaced
6081.0,8.9,2.0,3.0,2.0,90.0,4.8,Yes,Yes,83.0,82.0,Placed
6896.0,8.7,1.0,3.0,2.0,81.0,4.7,Yes,Yes,74.0,74.0,Placed
7572.0,8.4,1.0,3.0,2.0,70.0,3.8,Yes,No,75.0,86.0,NotPlaced
7628.0,8.7,1.0,3.0,2.0,80.0,4.1,Yes,Yes,70.0,88.0,Placed
912.0,8.2,1.0,3.0,2.0,75.0,4.5,Yes,Yes,80.0,63.0,NotPlaced
5219.0,8.5,2.0,2.0,1.0,83.0,4.3,,,55.0,80.0,
-5177.0,-7.7,-1.0,-2.0,-1.0,-80.0,-4.4,No,Yes,-71.0,-73.0,NotPlaced
890.0,7.6,1.0,3.0,1.0,83.0,4.8,No,No,82.0,68.0,Placed
7459.0,8.9,1.0,2.0,1.0,84.0,4.1,Yes,Yes,68.0,62.0,NotPlaced
9983.0,7.7,0.0,2.0,2.0,90.0,4.8,Yes,Yes,60.0,87.0,Placed
3456.0,7.3,0.0,2.0,0.0,79.0,3.8,No,Yes,83.0,81.0,NotPlaced
8530.0,6.5,1.0,1.0,1.0,72.0,3.8,No,Yes,55.0,66.0,NotPlaced
8948.0,8.0,2.0,3.0,2.0,81.0,3.9,Yes,Yes,79.0,81.0,NotPlaced
5209.0,6.5,0.0,1.0,0.0,85.0,3.9,No,No,55.0,69.0,NotPlaced
3827.0,7.5,1.0,3.0,3.0,90.0,4.6,Yes,Yes,86.0,79.0,Placed
3983.0,8.4,0.0,3.0,0.0,90.0,4.8,Yes,Yes,77.0,84.0,Placed
2190.0,8.3,0.0,2.0,0.0,70.0,4.1,No,Yes,55.0,72.0,NotPlaced
8759.0,8.3,2.0,3.0,2.0,90.0,4.8,Yes,Yes,83.0,85.0,Placed
3233.0,7.1,1.0,1.0,0.0,79.0,4.6,No,No,62.0,72.0,NotPlaced
50025.0,77.0,10.0,20.0,10.0,800.0,44.0,No,No,700.0,730.0,Placed
2274.0,6.5,2.0,2.0,2.0,79.0,4.4,,,80.0,71.0,
1107.0,7.6,1.0,2.0,2.0,78.0,4.4,Yes,Yes,82.0,74.0,NotPlaced
9131.0,8.2,1.0,3.0,2.0,89.0,4.8,Yes,Yes,77.0,83.0,Placed
8603.0,8.0,1.0,1.0,0.0,90.0,4.5,Yes,Yes,69.0,74.0,Placed
4173.0,6.9,0.0,2.0,0.0,73.0,4.3,No,No,80.0,66.0,NotPlaced
1306.0,8.2,1.0,3.0,2.0,90.0,4.8,Yes,Yes,64.0,87.0,NotPlaced
6504.0,7.7,0.0,2.0,0.0,90.0,4.4,Yes,Yes,79.0,69.0,Placed
3399.0,7.9,0.0,1.0,0.0,80.0,4.5,Yes,Yes,58.0,81.0,Placed
8306.0,7.8,1.0,3.0,2.0,83.0,4.6,No,Yes,70.0,82.0,Placed
5455.0,8.4,2.0,3.0,2.0,87.0,4.8,Yes,No,87.0,87.0,Placed
5140.0,7.5,1.0,1.0,0.0,72.0,4.1,No,No,55.0,72.0,NotPlaced
4881.0,6.6,0.0,1.0,1.0,77.0,4.3,Yes,Yes,82.0,66.0,NotPlaced
7960.0,7.7,0.0,1.0,1.0,72.0,3.5,No,Yes,64.0,67.0,NotPlaced
1140.0,8.0,2.0,3.0,2.0,90.0,4.8,Yes,Yes,73.0,88.0,NotPlaced
7152.0,6.5,2.0,1.0,3.0,81.0,4.2,Yes,No,55.0,68.0,NotPlaced
1743.0,8.3,0.0,1.0,0.0,80.0,3.9,,,79.0,68.0,
7226.0,7.7,0.0,1.0,2.0,68.0,4.2,Yes,No,75.0,71.0,NotPlaced
7895.0,8.9,2.0,3.0,2.0,88.0,4.8,Yes,Yes,73.0,83.0,NotPlaced
1345.0,8.2,2.0,3.0,2.0,90.0,4.8,Yes,Yes,82.0,88.0,Placed
7325.0,7.3,1.0,2.0,1.0,61.0,4.7,Yes,Yes,68.0,72.0,NotPlaced
6346.0,8.1,1.0,3.0,0.0,61.0,3.9,No,Yes,61.0,68.0,NotPlaced
6104.0,7.6,2.0,3.0,2.0,90.0,4.4,YES ,YES ,77.0,83.0,PLACED 
6546.0,8.4,0.0,2.0,1.0,70.0,4.0,Yes,No,75.0,64.0,NotPlaced
1063.0,7.6,0.0,2.0,2.0,67.0,4.0,No,Yes,76.0,67.0,NotPlaced
4965.0,7.7,0.0,1.0,0.0,82.0,4.1,No,Yes,56.0,75.0,NotPlaced
3240.0,6.5,1.0,1.0,0.0,74.0,3.5,No,No,74.0,62.0,NotPlaced
2006.0,8.0,1.0,3.0,3.0,90.0,4.6,Yes,Yes,72.0,88.0,Placed
9890.0,8.2,0.0,3.0,2.0,90.0,4.7,Yes,Yes,76.0,85.0,Placed
5128.0,6.6,0.0,1.0,0.0,77.0,3.7,No,No,61.0,60.0,NotPlaced
8096.0,7.5,1.0,1.0,1.0,76.0,3.6,No,No,58.0,70.0,NotPlaced
5672.0,7.7,1.0,1.0,1.0,79.0,3.7,,,59.0,63.0,
7880.0,7.4,1.0,2.0,1.0,73.0,4.0,,,60.0,67.0,
50025.0,77.0,10.0,20.0,10.0,800.0,44.0,Yes,Yes,700.0,730.0,Placed
1711.0,8.3,0.0,3.0,2.0,89.0,4.4,Yes,Yes,75.0,82.0,NotPlaced
5620.0,7.9,1.0,2.0,2.0,84.0,4.6,No,Yes,67.0,64.0,NotPlaced
1028.0,7.0,1.0,1.0,2.0,81.0,4.8,Yes,No,72.0,82.0,NotPlaced
8480.0,7.6,1.0,2.0,0.0,70.0,3.7,Yes,Yes,63.0,71.0,Placed
-5177.0,-7.7,-1.0,-2.0,-1.0,-80.0,-4.4,No,Yes,-71.0,-73.0,Placed
7172.0,6.5,1.0,1.0,0.0,74.0,3.9,Yes,Yes,55.0,72.0,NotPlaced
8330.0,6.7,1.0,2.0,1.0,76.0,4.6,Yes,Yes,71.0,68.0,NotPlaced
3958.0,7.7,1.0,3.0,0.0,82.0,3.8,Yes,Yes,63.0,67.0,NotPlaced
4557.0,7.7,1.0,3.0,0.0,74.0,4.7,No,Yes,73.0,67.0,Placed
3630.0,8.2,1.0,3.0,2.0,90.0,4.8,Yes,Yes,88.0,85.0,Placed
8236.0,7.7,1.0,1.0,2.0,88.0,4.2,No,Yes,65.0,88.0,Placed
9446.0,6.7,0.0,1.0,1.0,70.0,4.5,No,No,61.0,61.0,NotPlaced
-5177.0,-7.7,-1.0,-2.0,-1.0,-80.0,-4.4,Yes,Yes,-71.0,-73.0,NotPlaced
2836.0,8.6,2.0,2.0,1.0,74.0,4.0,No,No,59.0,63.0,NotPlaced
8103.0,8.5,2.0,3.0,1.0,86.0,4.5,Yes,Yes,75.0,81.0,Placed
897.0,7.1,1.0,2.0,0.0,84.0,4.6,No,Yes,71.0,61.0,Placed
5182.0,8.2,1.0,3.0,2.0,86.0,4.6,Yes,No,83.0,82.0,Placed
-5177.0,-7.7,-1.0,-2.0,-1.0,-80.0,-4.4,No,Yes,-71.0,-73.0,Placed
8516.0,7.7,0.0,1.0,0.0,81.0,3.8,Yes,Yes,82.0,64.0,NotPlaced
1545.0,8.1,1.0,3.0,1.0,74.0,4.6,YES ,NO ,82.0,85.0,NOTPLACED 
8725.0,8.3,2.0,3.0,2.0,90.0,4.6,Yes,No,74.0,84.0,Placed
101.0,7.4,1.0,2.0,1.0,63.0,3.9,No,No,55.0,67.0,NotPlaced
7711.0,8.3,2.0,3.0,1.0,85.0,4.8,Yes,Yes,79.0,86.0,Placed
4797.0,8.6,1.0,2.0,1.0,70.0,4.1,No,Yes,55.0,68.0,NotPlaced
6730.0,7.9,0.0,1.0,0.0,69.0,4.2,No,Yes,60.0,66.0,NotPlaced
2700.0,8.4,2.0,3.0,2.0,90.0,4.8,Yes,Yes,75.0,84.0,Placed
2668.0,6.5,0.0,1.0,1.0,60.0,3.2,No,No,62.0,74.0,NotPlaced
-5177.0,-7.7,-1.0,-2.0,-1.0,-80.0,-4.4,Yes,Yes,-71.0,-73.0,Placed
1194.0,7.6,1.0,1.0,2.0,73.0,3.6,No,Yes,62.0,72.0,NotPlaced
1836.0,7.2,1.0,1.0,0.0,76.0,3.5,No,Yes,57.0,65.0,NotPlaced
5684.0,8.4,1.0,3.0,2.0,76.0,4.5,Yes,Yes,82.0,83.0,Placed
5765.0,8.6,1.0,2.0,2.0,78.0,4.8,Yes,Yes,84.0,87.0,Placed
8319.0,7.9,0.0,2.0,2.0,81.0,4.3,Yes,No,84.0,61.0,NotPlaced
5126.0,7.6,1.0,2.0,0.0,77.0,4.0,No,Yes,64.0,65.0,NotPlaced
5906.0,7.0,0.0,3.0,2.0,90.0,4.1,Yes,Yes,73.0,68.0,NotPlaced
2773.0,8.3,1.0,3.0,2.0,87.0,4.8,Yes,Yes,79.0,85.0,Placed
4388.0,7.3,1.0,2.0,1.0,68.0,4.6,Yes,No,75.0,83.0,NotPlaced
1933.0,8.2,0.0,1.0,0.0,76.0,4.4,Yes,Yes,56.0,81.0,NotPlaced
8220.0,7.4,0.0,2.0,1.0,79.0,3.6,No,Yes,55.0,65.0,NotPlaced
8370.0,6.9,1.0,1.0,0.0,68.0,3.7,No,No,55.0,64.0,NotPlaced
849.0,8.9,1.0,2.0,0.0,77.0,4.5,Yes,Yes,71.0,86.0,NotPlaced
3650.0,7.1,2.0,3.0,0.0,80.0,4.3,Yes,Yes,82.0,84.0,Placed
3763.0,7.7,0.0,0.0,1.0,78.0,3.7,Yes,Yes,55.0,62.0,NotPlaced
7362.0,7.8,0.0,2.0,2.0,80.0,3.9,Yes,Yes,55.0,67.0,NotPlaced
5293.0,6.9,1.0,1.0,0.0,77.0,3.4,No,No,60.0,65.0,NotPlaced
7662.0,6.8,0.0,1.0,0.0,72.0,4.2,No,No,55.0,69.0,NotPlaced
5416.0,7.4,1.0,2.0,0.0,80.0,4.6,No,Yes,76.0,71.0,Placed
9044.0,6.5,1.0,1.0,0.0,68.0,3.8,,,59.0,59.0,
6253.0,7.6,0.0,1.0,0.0,80.0,3.9,No,No,60.0,71.0,NotPlaced
1371.0,8.1,2.0,3.0,2.0,83.0,4.4,Yes,Yes,90.0,81.0,Placed
6814.0,8.0,1.0,1.0,0.0,80.0,4.4,Yes,Yes,73.0,76.0,NotPlaced
9281.0,8.2,1.0,1.0,2.0,75.0,4.3,NO ,YES ,70.0,85.0,PLACED 
4298.0,8.6,1.0,3.0,2.0,84.0,4.8,Yes,Yes,73.0,86.0,Placed
7946.0,8.0,1.0,3.0,2.0,90.0,4.8,Yes,Yes,70.0,84.0,Placed
7170.0,8.0,2.0,1.0,2.0,78.0,4.4,No,Yes,80.0,66.0,Placed
3172.0,8.4,0.0,3.0,2.0,81.0,4.8,Yes,Yes,84.0,84.0,NotPlaced
3695.0,7.3,1.0,1.0,0.0,67.0,4.3,No,Yes,55.0,63.0,NotPlaced
6370.0,7.3,0.0,2.0,0.0,83.0,4.2,No,Yes,71.0,66.0,NotPlaced
5511.0,6.7,1.0,1.0,0.0,75.0,3.1,Yes,Yes,55.0,67.0,NotPlaced
1929.0,7.9,2.0,1.0,2.0,88.0,3.6,No,No,73.0,66.0,NotPlaced
2302.0,8.0,1.0,3.0,3.0,90.0,4.8,Yes,Yes,82.0,84.0,Placed
9114.0,7.5,2.0,3.0,0.0,81.0,3.9,Yes,Yes,65.0,65.0,NotPlaced
5044.0,6.5,1.0,2.0,1.0,78.0,4.1,No,No,78.0,63.0,NotPlaced
1745.0,7.5,1.0,1.0,0.0,78.0,3.8,No,Yes,55.0,76.0,NotPlaced
2745.0,8.2,0.0,1.0,1.0,68.0,3.8,Yes,No,79.0,83.0,Placed
